overall_rating,rating_norm,rating_label,likes,like_sent_label,like_sent_score,dislikes,dislike_sent_label,dislike_sent_score,text_combined,text_sent_label,text_sent_score,consistency_label,rag_explanation,title,department,date
5.0,5.0,1,Long working hours,NEGATIVE,-1.0,LG is the best option for Career Growth and opportunity,POSITIVE,1.0,long working hours lg is the best option for career growth and opportunity,POSITIVE,1.0,GENUINE,,Agm Operations,Production & Manufacturing Department,3 Dec 2021
5.0,5.0,1,Nice to work,POSITIVE,1.0,Less salary,NEGATIVE,-1.0,nice to work less salary,NEUTRAL,0.0,AMBIGUOUS,,Procurement Assistant,,9 Dec 2021
3.0,3.0,0,100 percent job security and support from teammates,POSITIVE,1.0,Salary and weekly off,NEGATIVE,-1.0,100 percent job security and support from teammates salary and weekly off,NEUTRAL,0.0,AMBIGUOUS,,Field Engineer,Filed Department,5 Aug 2022
4.0,4.0,1,Job security,POSITIVE,1.0,Salary not good for RSO,NEGATIVE,-1.0,job security salary not good for rso,NEGATIVE,-0.25,INCONSISTENT,,Sales Executive,Banking Operations Department,5 Jun 2021
4.0,4.0,1,"good culture in lg,,,job security good",POSITIVE,1.0,Traveling issue,POSITIVE,1.0,"good culture in lg,,,job security good traveling issue",POSITIVE,0.5,GENUINE,,Sales Officer,Sales & Marketing Department,7 Mar 2022
5.0,5.0,1,LG company this is very good company & LG is very good & prodckt is life time is runing,POSITIVE,1.0,My Job LG company is third party pay Roll & 1 month in hairang,NEGATIVE,-1.0,lg company this is very good company lg is very good prodckt is life time is runing my job lg company is third party pay roll 1 month in hairang,NEUTRAL,0.0,AMBIGUOUS,,Sr. Area Service Manager,Back Office Department,6 May 2022
3.0,3.0,0,Every work is in a systematic approach.,POSITIVE,1.0,Personal growth,POSITIVE,1.0,every work is in a systematic approach. personal growth,POSITIVE,1.0,AMBIGUOUS,,Assistant Manager,"Operations, Maintenance & Support Department",7 Feb 2022
2.0,2.0,-1,"You will get much more salary but no job satisfaction, trimandus work pressor.
Working atmosphere is very bad. Big management game running in office. Only The LG Products is good except Mobile.
Everyone taking 1-2 experience and change the office. No proper support from management level.
About LG Policy is very horrible. Employee and customers are not happy with LG policy.",NEGATIVE,-1.0,Same as above,NEUTRAL,0.0,"you will get much more salary but no job satisfaction, trimandus work pressor. working atmosphere is very bad. big management game running in office. only the lg products is good except mobile. everyone taking 1-2 experience and change the office. no proper support from management level. about lg policy is very horrible. employee and customers are not happy with lg policy. same as above",NEUTRAL,0.0,AMBIGUOUS,,Accounts Executive,Accounting & Taxation Department,8 May 2021
4.0,4.0,1,No anything,NEGATIVE,-1.0,Nothing all choice choice its,NEGATIVE,-1.0,no anything nothing all choice choice its,NEGATIVE,-1.0,INCONSISTENT,,Executive Accountant,Accounts Department,9 Feb 2022
5.0,5.0,1,Over all good ....p,POSITIVE,1.0,Growth is quite low,NEGATIVE,-1.0,over all good ....p growth is quite low,POSITIVE,0.25,GENUINE,,Technical Support Engineer,Technical Support Department,6 Oct 2022
1.0,1.0,-1,"Nothing, never come here if you want to live your life happily",NEGATIVE,-1.0,Work culture,POSITIVE,1.0,"nothing, never come here if you want to live your life happily work culture",NEGATIVE,-0.25,GENUINE,,Senior Engineer Ii,Procurement & Purchase Department,5 Oct 2021
3.0,3.0,0,Good work environment,POSITIVE,1.0,Good,POSITIVE,1.0,good work environment good,POSITIVE,0.5,AMBIGUOUS,,Customer Service Executive,Customer Service Department,2 Feb 2022
5.0,5.0,1,Work culture & management,POSITIVE,1.0,Nothing,NEGATIVE,-1.0,work culture management nothing,NEGATIVE,-0.25,INCONSISTENT,,Sales Officer,Retail Sales Department,7 May 2022
5.0,5.0,1,"LEADERSHIP DEVELOPEMENT
ENERGETIC MANAGEMENT",POSITIVE,1.0,"WORKLIFE BALANCE.
WORKING HOURS
PRAMOTION OPPOURTUNITY",POSITIVE,1.0,leadership developement energetic management worklife balance. working hours pramotion oppourtunity,POSITIVE,0.5,GENUINE,,Branch Product Trainer,,0 Apr 2022
3.0,3.0,0,Salary and benefit,POSITIVE,1.0,Work life balance,POSITIVE,1.0,salary and benefit work life balance,POSITIVE,0.75,AMBIGUOUS,,Center Manager,Operations Department,1 Jul 2022
4.0,4.0,1,Good company for work as well good work life balance.....,POSITIVE,1.0,,NEUTRAL,0.0,good company for work as well good work life balance.....,POSITIVE,0.5,GENUINE,,Purchase Executive,Procurement & Purchase Department,6 Feb 2022
3.0,3.0,0,Brand value & product line-up acceptance in the market.,POSITIVE,1.0,"Work life balance, imdescent management behaviour",POSITIVE,1.0,"brand value product line-up acceptance in the market. work life balance, imdescent management behaviour",POSITIVE,0.75,AMBIGUOUS,,National Key Account Manager,,2 Apr 2022
4.0,4.0,1,Good experience working with LG,POSITIVE,1.0,Poltics,NEGATIVE,-1.0,good experience working with lg poltics,POSITIVE,0.5,GENUINE,,Dso,Enterprise & B2B Sales Department,9 Jun 2022
1.0,1.0,-1,Nothing.    Join only if u dont any other option,NEGATIVE,-1.0,Worst culture no work life balance no holidays    continues work for 21 days sometimes,NEGATIVE,-1.0,nothing. join only if u dont any other option worst culture no work life balance no holidays continues work for 21 days sometimes,NEGATIVE,-1.0,GENUINE,,Senior Engineer,,5 Jan 2022
1.0,1.0,-1,The punch out time was the only good thing.,NEGATIVE,-1.0,"Worst work culture, Arrogant managers",NEGATIVE,-1.0,"the punch out time was the only good thing. worst work culture, arrogant managers",NEGATIVE,-1.0,GENUINE,,Industrial Engineer,Engineering Department,1 Sep 2022
4.0,4.0,1,It's good to work in LG . And working environment is nice nowhere is perfect but there employees makes it good.  The facilities are being given by LG is awesome like convence and and food. Happy to work in LG .,POSITIVE,1.0,Work pressure and the job is hectic . No leave relief .,NEGATIVE,-1.0,it's good to work in lg . and working environment is nice nowhere is perfect but there employees makes it good. the facilities are being given by lg is awesome like convence and and food. happy to work in lg . work pressure and the job is hectic . no leave relief .,NEGATIVE,-0.25,INCONSISTENT,,Customer Relation Executive,IT Infrastructure Services Department,6 Jun 2021
5.0,5.0,1,"LG Electronics is leading brand in electronics market , but there is not a career growth",NEGATIVE,-1.0,"Systematic Policy for Each process, clearly defined KPI , No1 in white goods products, Customer Centric approach",POSITIVE,1.0,"lg electronics is leading brand in electronics market , but there is not a career growth systematic policy for each process, clearly defined kpi , no1 in white goods products, customer centric approach",POSITIVE,0.25,GENUINE,,Sales Executive,Retail & B2C Sales Department,9 Jun 2022
3.0,3.0,0,"Very Poor Salary Increment even if KPI Achivement, Bonus is also more in hands of your Boss results in partial Rating, Policy Centric approach distroys creativity of Employees, Zero Work life balance, Employee is occupied on Work due to system requirements on weekends as well",NEGATIVE,-1.0,Good experience overall from Job security & work culture management company policies.,POSITIVE,1.0,"very poor salary increment even if kpi achivement, bonus is also more in hands of your boss results in partial rating, policy centric approach distroys creativity of employees, zero work life balance, employee is occupied on work due to system requirements on weekends as well good experience overall from job security work culture management company policies.",NEGATIVE,-0.25,AMBIGUOUS,,Deputy Manager,Voice / Blended Department,8 Mar 2021
5.0,5.0,1,Nothing to dislike..,POSITIVE,1.0,One of the Most radioactive companies ever. Whoever joins this company will lose his own identity and skills which will make them obsolete,NEGATIVE,-1.0,nothing to dislike.. one of the most radioactive companies ever. whoever joins this company will lose his own identity and skills which will make them obsolete,NEUTRAL,0.0,AMBIGUOUS,,Regional Sales Training Manager,Corporate Training Department,2 Oct 2021
1.0,1.0,-1,Company doesnt care abkut the personal growth of their employees and work to compesation ratio ks very bad. There wont be anything to learn new after 6 months of joining the company.,NEGATIVE,-1.0,Really really good company to work,POSITIVE,1.0,company doesnt care abkut the personal growth of their employees and work to compesation ratio ks very bad. there wont be anything to learn new after 6 months of joining the company. really really good company to work,NEUTRAL,0.0,AMBIGUOUS,,Area Manager,Enterprise & B2B Sales Department,1 Apr 2021
5.0,5.0,1,They are not giving holiday,NEGATIVE,-1.0,,NEUTRAL,0.0,they are not giving holiday,NEGATIVE,-1.0,INCONSISTENT,,Area Sales Manager   (working remotely),Enterprise & B2B Sales Department,1 Jul 2022
5.0,5.0,1,Very good,POSITIVE,1.0,Overall good no dislike,POSITIVE,1.0,very good overall good no dislike,POSITIVE,0.75,GENUINE,,Warehouse Manager,Warehouse & Logistics Department,0 Oct 2022
4.0,4.0,1,Good work environment and culture. Teammates are supportive,POSITIVE,1.0,Nothing,NEGATIVE,-1.0,good work environment and culture. teammates are supportive nothing,NEGATIVE,-0.25,INCONSISTENT,,Warehouse Manager,Warehouse & Logistics Department,3 Jan 2022
2.0,2.0,-1,"10 -12 hours work time 
Nothing new to work 
Same presentation delivering everyday",NEGATIVE,-1.0,Good work environment and culture. Teammates are supportive and the management is transparent.,POSITIVE,1.0,10 -12 hours work time nothing new to work same presentation delivering everyday good work environment and culture. teammates are supportive and the management is transparent.,POSITIVE,0.25,INCONSISTENT,,Electrical Engineer Intern,Production Department,6 Jul 2022
5.0,5.0,1,Lg electronics pvt ltd is a vest company in electrical all products it is a good in the market and all tipe electronics company will be compared of the chief in vest in lg products,POSITIVE,1.0,It is a good company all type products release in the market will be growth all section sailary position all above,POSITIVE,1.0,lg electronics pvt ltd is a vest company in electrical all products it is a good in the market and all tipe electronics company will be compared of the chief in vest in lg products it is a good company all type products release in the market will be growth all section sailary position all above,POSITIVE,0.75,GENUINE,,Quality Inspector,Quality Control Department,5 Sep 2021
3.0,3.0,0,Pathetic,NEGATIVE,-1.0,Abaurd culrure,NEGATIVE,-1.0,pathetic abaurd culrure,NEGATIVE,-1.0,AMBIGUOUS,,Atm Monitoring Executive And Sale Pramoter,Content Management (Print / Online / Electronic) Department,1 Jan 2022
1.0,1.0,-1,TV service,POSITIVE,1.0,Washing machine is bad,NEGATIVE,-1.0,tv service washing machine is bad,NEUTRAL,0.0,AMBIGUOUS,,Product Manager,Home Appliances Department,8 Feb 2022
5.0,5.0,1,I am working as a Team leader. Handle of 15 enggs..  LG is giving incentive every engg and back staff after achieve target. It is good for motivation.,POSITIVE,1.0,Some politics are going here but ok. Full time work job and less holidays giving to us. Career growth is less.,NEGATIVE,-1.0,i am working as a team leader. handle of 15 enggs.. lg is giving incentive every engg and back staff after achieve target. it is good for motivation. some politics are going here but ok. full time work job and less holidays giving to us. career growth is less.,POSITIVE,0.25,GENUINE,,Office Assistant,Team Leadership Department,5 Feb 2022
4.0,4.0,1,"Good team work environment.compny policies are good they give good salary hike and Diwali , best selling & Performance bonus every year.",POSITIVE,1.0,"Big distance my hometown,M.p.chhindwara but my job Maharashtra Pune, so my family long distance by me.",POSITIVE,1.0,"good team work environment.compny policies are good they give good salary hike and diwali , best selling performance bonus every year. big distance my hometown,m.p.chhindwara but my job maharashtra pune, so my family long distance by me.",POSITIVE,0.5,GENUINE,,Senior Team Leader,IT Support Department,7 Jun 2021
5.0,5.0,1,Like on it .because a good brand and good place,POSITIVE,1.0,One have dislike salary wise it is very low give.,NEGATIVE,-1.0,like on it .because a good brand and good place one have dislike salary wise it is very low give.,NEUTRAL,0.0,AMBIGUOUS,,Manufacturing Job Production,Support Team Department,7 Aug 2021
5.0,5.0,1,I am working as a marketing coordinator,NEUTRAL,0.0,Nothing here for dislike,NEGATIVE,-1.0,i am working as a marketing coordinator nothing here for dislike,NEGATIVE,-0.25,INCONSISTENT,,Marketing Coordinator,Digital Marketing Department,5 Nov 2021
4.0,4.0,1,"Always receive new challenges,",POSITIVE,1.0,Lack of planning before pressuring,NEGATIVE,-1.0,"always receive new challenges, lack of planning before pressuring",POSITIVE,0.25,GENUINE,,Senior Engineer,,1 Dec 2021
4.0,4.0,1,Company policies,NEUTRAL,0.0,Salary,POSITIVE,1.0,company policies salary,POSITIVE,0.25,GENUINE,,Accounts Executive,Accounting & Taxation Department,3 Nov 2021
5.0,5.0,1,Staff is very supportive,POSITIVE,1.0,There is no peaking area for walk,NEGATIVE,-1.0,staff is very supportive there is no peaking area for walk,NEUTRAL,0.0,AMBIGUOUS,,Mis Executive,Sales Support & Operations Department,9 Nov 2021
4.0,4.0,1,"Company best but work pressure verry high, and",NEGATIVE,-1.0,Work pressure in high and company ask the purchase by self,NEGATIVE,-1.0,"company best but work pressure verry high, and work pressure in high and company ask the purchase by self",NEGATIVE,-0.5,INCONSISTENT,,Senior Sales Executive,,5 Sep 2021
5.0,5.0,1,Very nice,POSITIVE,1.0,Good ang better...,POSITIVE,1.0,very nice good ang better...,POSITIVE,0.5,GENUINE,,Administration Coordinator,As trainers  Department,6 Jul 2022
3.0,3.0,0,Employee Benefits & Perks are Good.,POSITIVE,1.0,"Work life balance
Work Satisfaction
Work unnecessary pressure",NEGATIVE,-1.0,employee benefits perks are good. work life balance work satisfaction work unnecessary pressure,POSITIVE,0.5,AMBIGUOUS,,Assistant Manager,Engineering & Manufacturing Department,0 May 2023
5.0,5.0,1,Good experience in ever life,POSITIVE,1.0,No tour,NEGATIVE,-1.0,good experience in ever life no tour,NEUTRAL,0.0,AMBIGUOUS,,Sales Executive,,6 Dec 2021
5.0,5.0,1,"Iam really happy to say this... 
LG given lot of happyness, freedom and nice skills to me ..thank you LG",POSITIVE,1.0,"Salary and work also good but, i miss small small happyness in my life..you can't spend more time with family and friends",POSITIVE,1.0,"iam really happy to say this... lg given lot of happyness, freedom and nice skills to me ..thank you lg salary and work also good but, i miss small small happyness in my life..you can't spend more time with family and friends",POSITIVE,0.5,GENUINE,,Sales Executive,,4 Jul 2021
5.0,5.0,1,"This company is open to Innovations, encourages every Idea, provides global exposure with access to global Platforms. Dynamic, plenty of growth opportunities provided one to display passion.",POSITIVE,1.0,"As it is Manufacturing sector, many of the freshers compare with IT sector & BPO's.",NEGATIVE,-1.0,"this company is open to innovations, encourages every idea, provides global exposure with access to global platforms. dynamic, plenty of growth opportunities provided one to display passion. as it is manufacturing sector, many of the freshers compare with it sector bpo's.",POSITIVE,0.5,GENUINE,,Factory Head,Production & Manufacturing Department,2 Apr 2021
